Country ,County_Province,Population
USA,".Otter Tail County, Minnesota","58,746"
USA,".Pennington County, Minnesota","14,119"
USA,".Pine County, Minnesota","29,579"
USA,".Pipestone County, Minnesota","9,126"
USA,".Polk County, Minnesota","31,364"
USA,".Pope County, Minnesota","11,249"
USA,".Ramsey County, Minnesota","550,321"
USA,".Red Lake County, Minnesota","4,055"
USA,".Redwood County, Minnesota","15,170"
USA,".Renville County, Minnesota","14,548"
USA,".Rice County, Minnesota","66,972"
USA,".Rock County, Minnesota","9,315"
USA,".Roseau County, Minnesota","15,165"
USA,".St. Louis County, Minnesota","199,070"
USA,".Scott County, Minnesota","149,013"
USA,".Sherburne County, Minnesota","97,238"
USA,".Sibley County, Minnesota","14,865"
USA,".Stearns County, Minnesota","161,075"
USA,".Steele County, Minnesota","36,649"
USA,".Stevens County, Minnesota","9,805"
USA,".Swift County, Minnesota","9,266"
USA,".Todd County, Minnesota","24,664"
USA,".Traverse County, Minnesota","3,259"
USA,".Wabasha County, Minnesota","21,627"
USA,".Wadena County, Minnesota","13,682"
USA,".Waseca County, Minnesota","18,612"
USA,".Washington County, Minnesota","262,440"
USA,".Watonwan County, Minnesota","10,897"
USA,".Wilkin County, Minnesota","6,207"
USA,".Winona County, Minnesota","50,484"
USA,".Wright County, Minnesota","138,377"
USA,".Yellow Medicine County, Minnesota","9,709"
USA,".Adams County, Mississippi","30,693"
USA,".Alcorn County, Mississippi","36,953"
USA,".Amite County, Mississippi","12,297"
USA,".Attala County, Mississippi","18,174"
USA,".Benton County, Mississippi","8,259"
USA,".Bolivar County, Mississippi","30,628"
USA,".Calhoun County, Mississippi","14,361"
USA,".Carroll County, Mississippi","9,947"
USA,".Chickasaw County, Mississippi","17,103"
USA,".Choctaw County, Mississippi","8,210"
USA,".Claiborne County, Mississippi","8,988"
USA,".Clarke County, Mississippi","15,541"
USA,".Clay County, Mississippi","19,316"
USA,".Coahoma County, Mississippi","22,124"
USA,".Copiah County, Mississippi","28,065"
USA,".Covington County, Mississippi","18,636"
USA,".DeSoto County, Mississippi","184,945"
USA,".Forrest County, Mississippi","74,897"
USA,".Franklin County, Mississippi","7,713"
USA,".George County, Mississippi","24,500"
USA,".Greene County, Mississippi","13,586"
USA,".Grenada County, Mississippi","20,758"
USA,".Hancock County, Mississippi","47,632"
USA,".Harrison County, Mississippi","208,080"
USA,".Hinds County, Mississippi","231,840"
USA,".Holmes County, Mississippi","17,010"
USA,".Humphreys County, Mississippi","8,064"
USA,".Issaquena County, Mississippi","1,327"
USA,".Itawamba County, Mississippi","23,390"
USA,".Jackson County, Mississippi","143,617"
USA,".Jasper County, Mississippi","16,383"
USA,".Jefferson County, Mississippi","6,990"
USA,".Jefferson Davis County, Mississippi","11,128"
USA,".Jones County, Mississippi","68,098"
USA,".Kemper County, Mississippi","9,742"
USA,".Lafayette County, Mississippi","54,019"
USA,".Lamar County, Mississippi","63,343"
USA,".Lauderdale County, Mississippi","74,125"
USA,".Lawrence County, Mississippi","12,586"
USA,".Leake County, Mississippi","22,786"
USA,".Lee County, Mississippi","85,436"
USA,".Leflore County, Mississippi","28,183"
USA,".Lincoln County, Mississippi","34,153"
USA,".Lowndes County, Mississippi","58,595"
USA,".Madison County, Mississippi","106,272"
USA,".Marion County, Mississippi","24,573"
USA,".Marshall County, Mississippi","35,294"
USA,".Monroe County, Mississippi","35,252"
USA,".Montgomery County, Mississippi","9,775"
USA,".Neshoba County, Mississippi","29,118"
USA,".Newton County, Mississippi","21,018"
USA,".Noxubee County, Mississippi","10,417"
USA,".Oktibbeha County, Mississippi","49,587"
USA,".Panola County, Mississippi","34,192"
USA,".Pearl River County, Mississippi","55,535"
USA,".Perry County, Mississippi","11,973"
USA,".Pike County, Mississippi","39,288"
USA,".Pontotoc County, Mississippi","32,174"
USA,".Prentiss County, Mississippi","25,126"
USA,".Quitman County, Mississippi","6,792"
USA,".Rankin County, Mississippi","155,271"
USA,".Scott County, Mississippi","28,124"
USA,".Sharkey County, Mississippi","4,321"
USA,".Simpson County, Mississippi","26,658"
USA,".Smith County, Mississippi","15,916"
USA,".Stone County, Mississippi","18,336"
USA,".Sunflower County, Mississippi","25,110"
USA,".Tallahatchie County, Mississippi","13,809"
USA,".Tate County, Mississippi","28,321"
USA,".Tippah County, Mississippi","22,015"
USA,".Tishomingo County, Mississippi","19,383"
USA,".Tunica County, Mississippi","9,632"
USA,".Union County, Mississippi","28,815"
USA,".Walthall County, Mississippi","14,286"
USA,".Warren County, Mississippi","45,381"
USA,".Washington County, Mississippi","43,909"
USA,".Wayne County, Mississippi","20,183"
USA,".Webster County, Mississippi","9,689"
USA,".Wilkinson County, Mississippi","8,630"
USA,".Winston County, Mississippi","17,955"
USA,".Yalobusha County, Mississippi","12,108"
USA,".Yazoo County, Mississippi","29,690"
USA,".Adair County, Missouri","25,343"
USA,".Andrew County, Missouri","17,712"
USA,".Atchison County, Missouri","5,143"
USA,".Audrain County, Missouri","25,388"
USA,".Barry County, Missouri","35,789"
USA,".Barton County, Missouri","11,754"
USA,".Bates County, Missouri","16,172"
USA,".Benton County, Missouri","19,443"
USA,".Bollinger County, Missouri","12,133"
USA,".Boone County, Missouri","180,463"
USA,".Buchanan County, Missouri","87,364"
USA,".Butler County, Missouri","42,478"
USA,".Caldwell County, Missouri","9,020"
USA,".Callaway County, Missouri","44,743"
USA,".Camden County, Missouri","46,305"
USA,".Cape Girardeau County, Missouri","78,871"
USA,".Carroll County, Missouri","8,679"
USA,".Carter County, Missouri","5,982"
USA,".Cass County, Missouri","105,780"
USA,".Cedar County, Missouri","14,349"
USA,".Chariton County, Missouri","7,426"
USA,".Christian County, Missouri","88,595"
USA,".Clark County, Missouri","6,797"
USA,".Clay County, Missouri","249,948"
USA,".Clinton County, Missouri","20,387"
USA,".Cole County, Missouri","76,745"
USA,".Cooper County, Missouri","17,709"
USA,".Crawford County, Missouri","23,920"
USA,".Dade County, Missouri","7,561"
USA,".Dallas County, Missouri","16,878"
USA,".Daviess County, Missouri","8,278"
USA,".DeKalb County, Missouri","12,547"
USA,".Dent County, Missouri","15,573"
USA,".Douglas County, Missouri","13,185"
USA,".Dunklin County, Missouri","29,131"
USA,".Franklin County, Missouri","103,967"
USA,".Gasconade County, Missouri","14,706"
USA,".Gentry County, Missouri","6,571"
USA,".Greene County, Missouri","293,086"
USA,".Grundy County, Missouri","9,850"
USA,".Harrison County, Missouri","8,352"
USA,".Henry County, Missouri","21,824"
USA,".Hickory County, Missouri","9,544"
USA,".Holt County, Missouri","4,403"
USA,".Howard County, Missouri","10,001"
USA,".Howell County, Missouri","40,117"
USA,".Iron County, Missouri","10,125"
USA,".Jackson County, Missouri","703,011"
USA,".Jasper County, Missouri","121,328"
USA,".Jefferson County, Missouri","225,081"
USA,".Johnson County, Missouri","54,062"
USA,".Knox County, Missouri","3,959"
USA,".Laclede County, Missouri","35,723"
USA,".Lafayette County, Missouri","32,708"
USA,".Lawrence County, Missouri","38,355"
USA,".Lewis County, Missouri","9,776"
USA,".Lincoln County, Missouri","59,013"
USA,".Linn County, Missouri","11,920"
USA,".Livingston County, Missouri","15,227"
USA,".McDonald County, Missouri","22,837"
USA,".Macon County, Missouri","15,117"
USA,".Madison County, Missouri","12,088"
USA,".Maries County, Missouri","8,697"
USA,".Marion County, Missouri","28,530"
USA,".Mercer County, Missouri","3,617"
USA,".Miller County, Missouri","25,619"
USA,".Mississippi County, Missouri","13,180"
USA,".Moniteau County, Missouri","16,132"
USA,".Monroe County, Missouri","8,644"
USA,".Montgomery County, Missouri","11,551"
USA,".Morgan County, Missouri","20,627"
USA,".New Madrid County, Missouri","17,076"
USA,".Newton County, Missouri","58,236"
USA,".Nodaway County, Missouri","22,092"
USA,".Oregon County, Missouri","10,529"
USA,".Osage County, Missouri","13,615"
USA,".Ozark County, Missouri","9,174"
USA,".Pemiscot County, Missouri","15,805"
USA,".Perry County, Missouri","19,136"
USA,".Pettis County, Missouri","42,339"
USA,".Phelps County, Missouri","44,573"
USA,".Pike County, Missouri","18,302"
USA,".Platte County, Missouri","104,418"
USA,".Polk County, Missouri","32,149"
USA,".Pulaski County, Missouri","52,607"
USA,".Putnam County, Missouri","4,696"
USA,".Ralls County, Missouri","10,309"
USA,".Randolph County, Missouri","24,748"
USA,".Ray County, Missouri","23,018"
USA,".Reynolds County, Missouri","6,270"
USA,".Ripley County, Missouri","13,288"
USA,".St. Charles County, Missouri","402,022"
USA,".St. Clair County, Missouri","9,397"
USA,".Ste. Genevieve County, Missouri","17,894"
USA,".St. Francois County, Missouri","67,215"
USA,".St. Louis County, Missouri","994,205"
USA,".Saline County, Missouri","22,761"
USA,".Schuyler County, Missouri","4,660"
USA,".Scotland County, Missouri","4,902"
USA,".Scott County, Missouri","38,280"
USA,".Shannon County, Missouri","8,166"
USA,".Shelby County, Missouri","5,930"
USA,".Stoddard County, Missouri","29,025"
USA,".Stone County, Missouri","31,952"
USA,".Sullivan County, Missouri","6,089"
USA,".Taney County, Missouri","55,928"
USA,".Texas County, Missouri","25,398"
USA,".Vernon County, Missouri","20,563"
USA,".Warren County, Missouri","35,649"
USA,".Washington County, Missouri","24,730"
USA,".Wayne County, Missouri","12,873"
USA,".Webster County, Missouri","39,592"
USA,".Worth County, Missouri","2,013"
USA,".Wright County, Missouri","18,289"
USA,".St. Louis city, Missouri","300,576"
USA,".Beaverhead County, Montana","9,453"
USA,".Big Horn County, Montana","13,319"
USA,".Blaine County, Montana","6,681"
USA,".Broadwater County, Montana","6,237"
USA,".Carbon County, Montana","10,725"
USA,".Carter County, Montana","1,252"
USA,".Cascade County, Montana","81,366"
USA,".Chouteau County, Montana","5,635"
USA,".Custer County, Montana","11,402"
USA,".Daniels County, Montana","1,690"
USA,".Dawson County, Montana","8,613"
USA,".Deer Lodge County, Montana","9,140"
USA,".Fallon County, Montana","2,846"
USA,".Fergus County, Montana","11,050"
USA,".Flathead County, Montana","103,806"
USA,".Gallatin County, Montana","114,434"
USA,".Garfield County, Montana","1,258"
USA,".Glacier County, Montana","13,753"
USA,".Golden Valley County, Montana",821
USA,".Granite County, Montana","3,379"
USA,".Hill County, Montana","16,484"
USA,".Jefferson County, Montana","12,221"
USA,".Judith Basin County, Montana","2,007"
USA,".Lake County, Montana","30,458"
USA,".Lewis and Clark County, Montana","69,432"
USA,".Liberty County, Montana","2,337"
USA,".Lincoln County, Montana","19,980"
USA,".McCone County, Montana","1,664"
USA,".Madison County, Montana","8,600"
USA,".Meagher County, Montana","1,862"
USA,".Mineral County, Montana","4,397"
USA,".Missoula County, Montana","119,600"
USA,".Musselshell County, Montana","4,633"
USA,".Park County, Montana","16,606"
USA,".Petroleum County, Montana",487
USA,".Phillips County, Montana","3,954"
USA,".Pondera County, Montana","5,911"
USA,".Powder River County, Montana","1,682"
USA,".Powell County, Montana","6,890"
USA,".Prairie County, Montana","1,077"
USA,".Ravalli County, Montana","43,806"
USA,".Richland County, Montana","10,803"
USA,".Roosevelt County, Montana","11,004"
USA,".Rosebud County, Montana","8,937"
USA,".Sanders County, Montana","12,113"
USA,".Sheridan County, Montana","3,309"
USA,".Silver Bow County, Montana","34,915"
USA,".Stillwater County, Montana","9,642"
USA,".Sweet Grass County, Montana","3,737"
USA,".Teton County, Montana","6,147"
USA,".Toole County, Montana","4,736"
USA,".Treasure County, Montana",696
USA,".Valley County, Montana","7,396"
USA,".Wheatland County, Montana","2,126"
USA,".Wibaux County, Montana",969
USA,".Yellowstone County, Montana","161,300"
USA,".Adams County, Nebraska","31,363"
USA,".Antelope County, Nebraska","6,298"
USA,".Arthur County, Nebraska",463
USA,".Banner County, Nebraska",745
USA,".Blaine County, Nebraska",465
USA,".Boone County, Nebraska","5,192"
USA,".Box Butte County, Nebraska","10,783"
USA,".Boyd County, Nebraska","1,919"
USA,".Brown County, Nebraska","2,955"
USA,".Buffalo County, Nebraska","49,659"
USA,".Burt County, Nebraska","6,459"
USA,".Butler County, Nebraska","8,016"
USA,".Cass County, Nebraska","26,248"
USA,".Cedar County, Nebraska","8,402"
USA,".Chase County, Nebraska","3,924"
USA,".Cherry County, Nebraska","5,689"
USA,".Cheyenne County, Nebraska","8,910"
USA,".Clay County, Nebraska","6,203"
USA,".Colfax County, Nebraska","10,709"
USA,".Cuming County, Nebraska","8,846"
USA,".Custer County, Nebraska","10,777"
USA,".Dakota County, Nebraska","20,026"
USA,".Dawes County, Nebraska","8,589"
USA,".Dawson County, Nebraska","23,595"
USA,".Deuel County, Nebraska","1,794"
USA,".Dixon County, Nebraska","5,636"
USA,".Dodge County, Nebraska","36,565"
USA,".Douglas County, Nebraska","571,327"
USA,".Dundy County, Nebraska","1,693"
USA,".Fillmore County, Nebraska","5,462"
USA,".Franklin County, Nebraska","2,979"
USA,".Frontier County, Nebraska","2,627"
USA,".Furnas County, Nebraska","4,676"
USA,".Gage County, Nebraska","21,513"
USA,".Garden County, Nebraska","1,837"
USA,".Garfield County, Nebraska","1,969"
USA,".Gosper County, Nebraska","1,990"
USA,".Grant County, Nebraska",623
USA,".Greeley County, Nebraska","2,356"
USA,".Hall County, Nebraska","61,353"
USA,".Hamilton County, Nebraska","9,324"
USA,".Harlan County, Nebraska","3,380"
USA,".Hayes County, Nebraska",922
USA,".Hitchcock County, Nebraska","2,762"
USA,".Holt County, Nebraska","10,067"
USA,".Hooker County, Nebraska",682
USA,".Howard County, Nebraska","6,445"
USA,".Jefferson County, Nebraska","7,046"
USA,".Johnson County, Nebraska","5,071"
USA,".Kearney County, Nebraska","6,495"
USA,".Keith County, Nebraska","8,034"
USA,".Keya Paha County, Nebraska",806
USA,".Kimball County, Nebraska","3,632"
USA,".Knox County, Nebraska","8,332"
USA,".Lancaster County, Nebraska","319,090"
USA,".Lincoln County, Nebraska","34,914"
USA,".Logan County, Nebraska",748
USA,".Loup County, Nebraska",664
USA,".McPherson County, Nebraska",494
USA,".Madison County, Nebraska","35,099"
USA,".Merrick County, Nebraska","7,755"
USA,".Morrill County, Nebraska","4,642"
USA,".Nance County, Nebraska","3,519"
USA,".Nemaha County, Nebraska","6,972"
USA,".Nuckolls County, Nebraska","4,148"
USA,".Otoe County, Nebraska","16,012"
USA,".Pawnee County, Nebraska","2,613"
USA,".Perkins County, Nebraska","2,891"
USA,".Phelps County, Nebraska","9,034"
USA,".Pierce County, Nebraska","7,148"
USA,".Platte County, Nebraska","33,470"
USA,".Polk County, Nebraska","5,213"
USA,".Red Willow County, Nebraska","10,724"
USA,".Richardson County, Nebraska","7,865"
USA,".Rock County, Nebraska","1,357"
USA,".Saline County, Nebraska","14,224"
USA,".Sarpy County, Nebraska","187,196"
USA,".Saunders County, Nebraska","21,578"
USA,".Scotts Bluff County, Nebraska","35,618"
USA,".Seward County, Nebraska","17,284"
USA,".Sheridan County, Nebraska","5,246"
USA,".Sherman County, Nebraska","3,001"
USA,".Sioux County, Nebraska","1,166"
USA,".Stanton County, Nebraska","5,920"
USA,".Thayer County, Nebraska","5,003"
USA,".Thomas County, Nebraska",722
USA,".Thurston County, Nebraska","7,224"
USA,".Valley County, Nebraska","4,158"
USA,".Washington County, Nebraska","20,729"
USA,".Wayne County, Nebraska","9,385"
USA,".Webster County, Nebraska","3,487"
USA,".Wheeler County, Nebraska",783
USA,".York County, Nebraska","13,679"
USA,".Churchill County, Nevada","24,909"
USA,".Clark County, Nevada","2,266,715"
USA,".Douglas County, Nevada","48,905"
USA,".Elko County, Nevada","52,778"
USA,".Esmeralda County, Nevada",873
USA,".Eureka County, Nevada","2,029"
USA,".Humboldt County, Nevada","16,831"
USA,".Lander County, Nevada","5,532"
USA,".Lincoln County, Nevada","5,183"
USA,".Lyon County, Nevada","57,510"
USA,".Mineral County, Nevada","4,505"
USA,".Nye County, Nevada","46,523"
USA,".Pershing County, Nevada","6,725"
USA,".Storey County, Nevada","4,123"
USA,".Washoe County, Nevada","471,519"
USA,".White Pine County, Nevada","9,580"
USA,".Carson City, Nevada","55,916"
USA,".Belknap County, New Hampshire","61,303"
USA,".Carroll County, New Hampshire","48,910"
USA,".Cheshire County, New Hampshire","76,085"
USA,".Coos County, New Hampshire","31,563"
USA,".Grafton County, New Hampshire","89,886"
USA,".Hillsborough County, New Hampshire","417,025"
USA,".Merrimack County, New Hampshire","151,391"
USA,".Rockingham County, New Hampshire","309,769"
USA,".Strafford County, New Hampshire","130,633"
USA,".Sullivan County, New Hampshire","43,146"
USA,".Atlantic County, New Jersey","263,670"
USA,".Bergen County, New Jersey","932,202"
USA,".Burlington County, New Jersey","445,349"
USA,".Camden County, New Jersey","506,471"
USA,".Cape May County, New Jersey","92,039"
USA,".Cumberland County, New Jersey","149,527"
USA,".Essex County, New Jersey","798,975"
USA,".Gloucester County, New Jersey","291,636"
USA,".Hudson County, New Jersey","672,391"
USA,".Hunterdon County, New Jersey","124,371"
USA,".Mercer County, New Jersey","367,430"
USA,".Middlesex County, New Jersey","825,062"
USA,".Monmouth County, New Jersey","618,795"
USA,".Morris County, New Jersey","491,845"
USA,".Ocean County, New Jersey","607,186"
USA,".Passaic County, New Jersey","501,826"
USA,".Salem County, New Jersey","62,385"
USA,".Somerset County, New Jersey","328,934"
USA,".Sussex County, New Jersey","140,488"
USA,".Union County, New Jersey","556,341"
USA,".Warren County, New Jersey","105,267"
USA,".Bernalillo County, New Mexico","679,121"
USA,".Catron County, New Mexico","3,527"
USA,".Chaves County, New Mexico","64,615"
USA,".Cibola County, New Mexico","26,675"
USA,".Colfax County, New Mexico","11,941"
USA,".Curry County, New Mexico","48,954"
USA,".De Baca County, New Mexico","1,748"
USA,".Doña Ana County, New Mexico","218,195"
USA,".Eddy County, New Mexico","58,460"
USA,".Grant County, New Mexico","26,998"
USA,".Guadalupe County, New Mexico","4,300"
USA,".Harding County, New Mexico",625
USA,".Hidalgo County, New Mexico","4,198"
USA,".Lea County, New Mexico","71,070"
USA,".Lincoln County, New Mexico","19,572"
USA,".Los Alamos County, New Mexico","19,369"
USA,".Luna County, New Mexico","23,709"
USA,".McKinley County, New Mexico","71,367"
USA,".Mora County, New Mexico","4,521"
USA,".Otero County, New Mexico","67,490"
USA,".Quay County, New Mexico","8,253"
USA,".Rio Arriba County, New Mexico","38,921"
USA,".Roosevelt County, New Mexico","18,500"
USA,".Sandoval County, New Mexico","146,748"
USA,".San Juan County, New Mexico","123,958"
USA,".San Miguel County, New Mexico","27,277"
USA,".Santa Fe County, New Mexico","150,358"
USA,".Sierra County, New Mexico","10,791"
USA,".Socorro County, New Mexico","16,637"
USA,".Taos County, New Mexico","32,723"
USA,".Torrance County, New Mexico","15,461"
USA,".Union County, New Mexico","4,059"
USA,".Valencia County, New Mexico","76,688"
USA,".Albany County, New York","305,506"
USA,".Allegany County, New York","46,091"
USA,".Bronx County, New York","1,418,207"
USA,".Broome County, New York","190,488"
USA,".Cattaraugus County, New York","76,117"
USA,".Cayuga County, New York","76,576"
USA,".Chautauqua County, New York","126,903"
USA,".Chemung County, New York","83,456"
USA,".Chenango County, New York","47,207"
USA,".Clinton County, New York","80,485"
USA,".Columbia County, New York","59,461"
USA,".Cortland County, New York","47,581"
USA,".Delaware County, New York","44,135"
USA,".Dutchess County, New York","294,218"
USA,".Erie County, New York","918,702"
USA,".Essex County, New York","36,885"
USA,".Franklin County, New York","50,022"
USA,".Fulton County, New York","53,383"
USA,".Genesee County, New York","57,280"
USA,".Greene County, New York","47,188"
USA,".Hamilton County, New York","4,416"
USA,".Herkimer County, New York","61,319"
USA,".Jefferson County, New York","109,834"
USA,".Kings County, New York","2,559,903"
USA,".Lewis County, New York","26,296"
USA,".Livingston County, New York","62,914"
USA,".Madison County, New York","70,941"
USA,".Monroe County, New York","741,770"
USA,".Montgomery County, New York","49,221"
USA,".Nassau County, New York","1,356,924"
USA,".New York County, New York","1,628,706"
USA,".Niagara County, New York","209,281"
USA,".Oneida County, New York","228,671"
USA,".Onondaga County, New York","460,528"
USA,".Ontario County, New York","109,777"
USA,".Orange County, New York","384,940"
USA,".Orleans County, New York","40,352"
USA,".Oswego County, New York","117,124"
USA,".Otsego County, New York","59,493"
USA,".Putnam County, New York","98,320"
USA,".Queens County, New York","2,253,858"
USA,".Rensselaer County, New York","158,714"
USA,".Richmond County, New York","476,143"
USA,".Rockland County, New York","325,789"
USA,".St. Lawrence County, New York","107,740"
USA,".Saratoga County, New York","229,863"
USA,".Schenectady County, New York","155,299"
USA,".Schoharie County, New York","30,999"
USA,".Schuyler County, New York","17,807"
USA,".Seneca County, New York","34,016"
USA,".Steuben County, New York","95,379"
USA,".Suffolk County, New York","1,476,601"
USA,".Sullivan County, New York","75,432"
USA,".Tioga County, New York","48,203"
USA,".Tompkins County, New York","102,180"
USA,".Ulster County, New York","177,573"
USA,".Warren County, New York","63,944"
USA,".Washington County, New York","61,204"
USA,".Wayne County, New York","89,918"
USA,".Westchester County, New York","967,506"
USA,".Wyoming County, New York","39,859"
USA,".Yates County, New York","24,913"
USA,".Alamance County, North Carolina","169,509"
USA,".Alexander County, North Carolina","37,497"
USA,".Alleghany County, North Carolina","11,137"
USA,".Anson County, North Carolina","24,446"
USA,".Ashe County, North Carolina","27,203"
USA,".Avery County, North Carolina","17,557"
USA,".Beaufort County, North Carolina","46,994"
USA,".Bertie County, North Carolina","18,947"
USA,".Bladen County, North Carolina","32,722"
USA,".Brunswick County, North Carolina","142,820"
USA,".Buncombe County, North Carolina","261,191"
USA,".Burke County, North Carolina","90,485"
USA,".Cabarrus County, North Carolina","216,453"
USA,".Caldwell County, North Carolina","82,178"
USA,".Camden County, North Carolina","10,867"
USA,".Carteret County, North Carolina","69,473"
USA,".Caswell County, North Carolina","22,604"
USA,".Catawba County, North Carolina","159,551"
USA,".Chatham County, North Carolina","74,470"
USA,".Cherokee County, North Carolina","28,612"
USA,".Chowan County, North Carolina","13,943"
USA,".Clay County, North Carolina","11,231"
USA,".Cleveland County, North Carolina","97,947"
USA,".Columbus County, North Carolina","55,508"
USA,".Craven County, North Carolina","102,139"
USA,".Cumberland County, North Carolina","335,509"
USA,".Currituck County, North Carolina","27,763"
USA,".Dare County, North Carolina","37,009"
USA,".Davidson County, North Carolina","167,609"
USA,".Davie County, North Carolina","42,846"
USA,".Duplin County, North Carolina","58,741"
USA,".Durham County, North Carolina","321,488"
USA,".Edgecombe County, North Carolina","51,472"
USA,".Forsyth County, North Carolina","382,295"
USA,".Franklin County, North Carolina","69,685"
USA,".Gaston County, North Carolina","224,529"
USA,".Gates County, North Carolina","11,562"
USA,".Graham County, North Carolina","8,441"
USA,".Granville County, North Carolina","60,443"
USA,".Greene County, North Carolina","21,069"
USA,".Guilford County, North Carolina","537,174"
USA,".Halifax County, North Carolina","50,010"
USA,".Harnett County, North Carolina","135,976"
USA,".Haywood County, North Carolina","62,317"
USA,".Henderson County, North Carolina","117,417"
USA,".Hertford County, North Carolina","23,677"
USA,".Hoke County, North Carolina","55,234"
USA,".Hyde County, North Carolina","4,937"
USA,".Iredell County, North Carolina","181,806"
USA,".Jackson County, North Carolina","43,938"
USA,".Johnston County, North Carolina","209,339"
USA,".Jones County, North Carolina","9,419"
USA,".Lee County, North Carolina","61,779"
USA,".Lenoir County, North Carolina","55,949"
USA,".Lincoln County, North Carolina","86,111"
USA,".McDowell County, North Carolina","45,756"
USA,".Macon County, North Carolina","35,858"
USA,".Madison County, North Carolina","21,755"
USA,".Martin County, North Carolina","22,440"
USA,".Mecklenburg County, North Carolina","1,110,356"
USA,".Mitchell County, North Carolina","14,964"
USA,".Montgomery County, North Carolina","27,173"
USA,".Moore County, North Carolina","100,880"
USA,".Nash County, North Carolina","94,298"
USA,".New Hanover County, North Carolina","234,473"
USA,".Northampton County, North Carolina","19,483"
USA,".Onslow County, North Carolina","197,938"
USA,".Orange County, North Carolina","148,476"
USA,".Pamlico County, North Carolina","12,726"
USA,".Pasquotank County, North Carolina","39,824"
USA,".Pender County, North Carolina","63,060"
USA,".Perquimans County, North Carolina","13,463"
USA,".Person County, North Carolina","39,490"
USA,".Pitt County, North Carolina","180,742"
USA,".Polk County, North Carolina","20,724"
USA,".Randolph County, North Carolina","143,667"
USA,".Richmond County, North Carolina","44,829"
USA,".Robeson County, North Carolina","130,625"
USA,".Rockingham County, North Carolina","91,010"
USA,".Rowan County, North Carolina","142,088"
USA,".Rutherford County, North Carolina","67,029"
USA,".Sampson County, North Carolina","63,531"
USA,".Scotland County, North Carolina","34,823"
USA,".Stanly County, North Carolina","62,806"
USA,".Stokes County, North Carolina","45,591"
USA,".Surry County, North Carolina","71,783"
USA,".Swain County, North Carolina","14,271"
USA,".Transylvania County, North Carolina","34,385"
USA,".Tyrrell County, North Carolina","4,016"
USA,".Union County, North Carolina","239,859"
USA,".Vance County, North Carolina","44,535"
USA,".Wake County, North Carolina","1,111,761"
USA,".Warren County, North Carolina","19,731"
USA,".Washington County, North Carolina","11,580"
USA,".Watauga County, North Carolina","56,177"
USA,".Wayne County, North Carolina","123,131"
USA,".Wilkes County, North Carolina","68,412"
USA,".Wilson County, North Carolina","81,801"
USA,".Yadkin County, North Carolina","37,667"
USA,".Yancey County, North Carolina","18,069"
USA,".Adams County, North Dakota","2,216"
USA,".Barnes County, North Dakota","10,415"
USA,".Benson County, North Dakota","6,832"
USA,".Billings County, North Dakota",928
USA,"Bottineau County, North Dakota","6,282"
USA,".Bowman County, North Dakota","3,024"
USA,".Burke County, North Dakota","2,115"
USA,".Burleigh County, North Dakota","95,626"
USA,".Cass County, North Dakota","181,923"
USA,".Cavalier County, North Dakota","3,762"
USA,".Dickey County, North Dakota","4,872"
USA,".Divide County, North Dakota","2,264"
USA,".Dunn County, North Dakota","4,424"
USA,".Eddy County, North Dakota","2,287"
USA,".Emmons County, North Dakota","3,241"
USA,".Foster County, North Dakota","3,210"
USA,".Golden Valley County, North Dakota","1,761"
USA,".Grand Forks County, North Dakota","69,451"
USA,".Grant County, North Dakota","2,274"
USA,".Griggs County, North Dakota","2,231"
USA,".Hettinger County, North Dakota","2,499"
USA,".Kidder County, North Dakota","2,480"
USA,".LaMoure County, North Dakota","4,046"
USA,".Logan County, North Dakota","1,850"
USA,".McHenry County, North Dakota","5,745"
USA,".McIntosh County, North Dakota","2,497"
USA,".McKenzie County, North Dakota","15,024"
USA,".McLean County, North Dakota","9,450"
USA,".Mercer County, North Dakota","8,187"
USA,".Morton County, North Dakota","31,364"
USA,".Mountrail County, North Dakota","10,545"
USA,".Nelson County, North Dakota","2,879"
USA,".Oliver County, North Dakota","1,959"
USA,".Pembina County, North Dakota","6,801"
USA,".Pierce County, North Dakota","3,975"
USA,".Ramsey County, North Dakota","11,519"
USA,".Ransom County, North Dakota","5,218"
USA,".Renville County, North Dakota","2,327"
USA,".Richland County, North Dakota","16,177"
USA,".Rolette County, North Dakota","14,176"
USA,".Sargent County, North Dakota","3,898"
USA,".Sheridan County, North Dakota","1,315"
USA,".Sioux County, North Dakota","4,230"
USA,".Slope County, North Dakota",750
USA,".Stark County, North Dakota","31,489"
USA,".Steele County, North Dakota","1,890"
USA,".Stutsman County, North Dakota","20,704"
USA,".Towner County, North Dakota","2,189"
USA,".Traill County, North Dakota","8,036"
USA,".Walsh County, North Dakota","10,641"
USA,".Ward County, North Dakota","67,641"
USA,".Wells County, North Dakota","3,834"
USA,".Williams County, North Dakota","37,589"
USA,".Adams County, Ohio","27,698"
USA,".Allen County, Ohio","102,351"
USA,".Ashland County, Ohio","53,484"
USA,".Ashtabula County, Ohio","97,241"
USA,".Athens County, Ohio","65,327"
USA,".Auglaize County, Ohio","45,656"
USA,".Belmont County, Ohio","67,006"
USA,".Brown County, Ohio","43,432"
USA,".Butler County, Ohio","383,134"
USA,".Carroll County, Ohio","26,914"
USA,".Champaign County, Ohio","38,885"
USA,".Clark County, Ohio","134,083"
USA,".Clermont County, Ohio","206,428"
