Country ,County_Province,Population
US,".Lauderdale County, Mississippi","74,125"
US,".Lawrence County, Mississippi","12,586"
US,".Leake County, Mississippi","22,786"
US,".Lee County, Mississippi","85,436"
US,".Leflore County, Mississippi","28,183"
US,".Lincoln County, Mississippi","34,153"
US,".Lowndes County, Mississippi","58,595"
US,".Madison County, Mississippi","106,272"
US,".Marion County, Mississippi","24,573"
US,".Marshall County, Mississippi","35,294"
US,".Monroe County, Mississippi","35,252"
US,".Montgomery County, Mississippi","9,775"
US,".Neshoba County, Mississippi","29,118"
US,".Newton County, Mississippi","21,018"
US,".Noxubee County, Mississippi","10,417"
US,".Oktibbeha County, Mississippi","49,587"
US,".Panola County, Mississippi","34,192"
US,".Pearl River County, Mississippi","55,535"
US,".Perry County, Mississippi","11,973"
US,".Pike County, Mississippi","39,288"
US,".Pontotoc County, Mississippi","32,174"
US,".Prentiss County, Mississippi","25,126"
US,".Quitman County, Mississippi","6,792"
US,".Rankin County, Mississippi","155,271"
US,".Scott County, Mississippi","28,124"
US,".Sharkey County, Mississippi","4,321"
US,".Simpson County, Mississippi","26,658"
US,".Smith County, Mississippi","15,916"
US,".Stone County, Mississippi","18,336"
US,".Sunflower County, Mississippi","25,110"
US,".Tallahatchie County, Mississippi","13,809"
US,".Tate County, Mississippi","28,321"
US,".Tippah County, Mississippi","22,015"
US,".Tishomingo County, Mississippi","19,383"
US,".Tunica County, Mississippi","9,632"
US,".Union County, Mississippi","28,815"
US,".Walthall County, Mississippi","14,286"
US,".Warren County, Mississippi","45,381"
US,".Washington County, Mississippi","43,909"
US,".Wayne County, Mississippi","20,183"
US,".Webster County, Mississippi","9,689"
US,".Wilkinson County, Mississippi","8,630"
US,".Winston County, Mississippi","17,955"
US,".Yalobusha County, Mississippi","12,108"
US,".Yazoo County, Mississippi","29,690"
US,".Adair County, Missouri","25,343"
US,".Andrew County, Missouri","17,712"
US,".Atchison County, Missouri","5,143"
US,".Audrain County, Missouri","25,388"
US,".Barry County, Missouri","35,789"
US,".Barton County, Missouri","11,754"
US,".Bates County, Missouri","16,172"
US,".Benton County, Missouri","19,443"
US,".Bollinger County, Missouri","12,133"
US,".Boone County, Missouri","180,463"
US,".Buchanan County, Missouri","87,364"
US,".Butler County, Missouri","42,478"
US,".Caldwell County, Missouri","9,020"
US,".Callaway County, Missouri","44,743"
US,".Camden County, Missouri","46,305"
US,".Cape Girardeau County, Missouri","78,871"
US,".Carroll County, Missouri","8,679"
US,".Carter County, Missouri","5,982"
US,".Cass County, Missouri","105,780"
US,".Cedar County, Missouri","14,349"
US,".Chariton County, Missouri","7,426"
US,".Christian County, Missouri","88,595"
US,".Clark County, Missouri","6,797"
US,".Clay County, Missouri","249,948"
US,".Clinton County, Missouri","20,387"
US,".Cole County, Missouri","76,745"
US,".Cooper County, Missouri","17,709"
US,".Crawford County, Missouri","23,920"
US,".Dade County, Missouri","7,561"
US,".Dallas County, Missouri","16,878"
US,".Daviess County, Missouri","8,278"
US,".DeKalb County, Missouri","12,547"
US,".Dent County, Missouri","15,573"
US,".Douglas County, Missouri","13,185"
US,".Dunklin County, Missouri","29,131"
US,".Franklin County, Missouri","103,967"
US,".Gasconade County, Missouri","14,706"
US,".Gentry County, Missouri","6,571"
US,".Greene County, Missouri","293,086"
US,".Grundy County, Missouri","9,850"
US,".Harrison County, Missouri","8,352"
US,".Henry County, Missouri","21,824"
US,".Hickory County, Missouri","9,544"
US,".Holt County, Missouri","4,403"
US,".Howard County, Missouri","10,001"
US,".Howell County, Missouri","40,117"
US,".Iron County, Missouri","10,125"
US,".Jackson County, Missouri","703,011"
US,".Jasper County, Missouri","121,328"
US,".Jefferson County, Missouri","225,081"
US,".Johnson County, Missouri","54,062"
US,".Knox County, Missouri","3,959"
US,".Laclede County, Missouri","35,723"
US,".Lafayette County, Missouri","32,708"
US,".Lawrence County, Missouri","38,355"
US,".Lewis County, Missouri","9,776"
US,".Lincoln County, Missouri","59,013"
US,".Linn County, Missouri","11,920"
US,".Livingston County, Missouri","15,227"
US,".McDonald County, Missouri","22,837"
US,".Macon County, Missouri","15,117"
US,".Madison County, Missouri","12,088"
US,".Maries County, Missouri","8,697"
US,".Marion County, Missouri","28,530"
US,".Mercer County, Missouri","3,617"
US,".Miller County, Missouri","25,619"
US,".Mississippi County, Missouri","13,180"
US,".Moniteau County, Missouri","16,132"
US,".Monroe County, Missouri","8,644"
US,".Montgomery County, Missouri","11,551"
US,".Morgan County, Missouri","20,627"
US,".New Madrid County, Missouri","17,076"
US,".Newton County, Missouri","58,236"
US,".Nodaway County, Missouri","22,092"
US,".Oregon County, Missouri","10,529"
US,".Osage County, Missouri","13,615"
US,".Ozark County, Missouri","9,174"
US,".Pemiscot County, Missouri","15,805"
US,".Perry County, Missouri","19,136"
US,".Pettis County, Missouri","42,339"
US,".Phelps County, Missouri","44,573"
US,".Pike County, Missouri","18,302"
US,".Platte County, Missouri","104,418"
US,".Polk County, Missouri","32,149"
US,".Pulaski County, Missouri","52,607"
US,".Putnam County, Missouri","4,696"
US,".Ralls County, Missouri","10,309"
US,".Randolph County, Missouri","24,748"
US,".Ray County, Missouri","23,018"
US,".Reynolds County, Missouri","6,270"
US,".Ripley County, Missouri","13,288"
US,".St. Charles County, Missouri","402,022"
US,".St. Clair County, Missouri","9,397"
US,".Ste. Genevieve County, Missouri","17,894"
US,".St. Francois County, Missouri","67,215"
US,".St. Louis County, Missouri","994,205"
US,".Saline County, Missouri","22,761"
US,".Schuyler County, Missouri","4,660"
US,".Scotland County, Missouri","4,902"
US,".Scott County, Missouri","38,280"
US,".Shannon County, Missouri","8,166"
US,".Shelby County, Missouri","5,930"
US,".Stoddard County, Missouri","29,025"
US,".Stone County, Missouri","31,952"
US,".Sullivan County, Missouri","6,089"
US,".Taney County, Missouri","55,928"
US,".Texas County, Missouri","25,398"
US,".Vernon County, Missouri","20,563"
US,".Warren County, Missouri","35,649"
US,".Washington County, Missouri","24,730"
US,".Wayne County, Missouri","12,873"
US,".Webster County, Missouri","39,592"
US,".Worth County, Missouri","2,013"
US,".Wright County, Missouri","18,289"
US,".St. Louis city, Missouri","300,576"
US,".Beaverhead County, Montana","9,453"
US,".Big Horn County, Montana","13,319"
US,".Blaine County, Montana","6,681"
US,".Broadwater County, Montana","6,237"
US,".Carbon County, Montana","10,725"
US,".Carter County, Montana","1,252"
US,".Cascade County, Montana","81,366"
US,".Chouteau County, Montana","5,635"
US,".Custer County, Montana","11,402"
US,".Daniels County, Montana","1,690"
US,".Dawson County, Montana","8,613"
US,".Deer Lodge County, Montana","9,140"
US,".Fallon County, Montana","2,846"
US,".Fergus County, Montana","11,050"
US,".Flathead County, Montana","103,806"
US,".Gallatin County, Montana","114,434"
US,".Garfield County, Montana","1,258"
US,".Glacier County, Montana","13,753"
US,".Golden Valley County, Montana",821
US,".Granite County, Montana","3,379"
US,".Hill County, Montana","16,484"
US,".Jefferson County, Montana","12,221"
US,".Judith Basin County, Montana","2,007"
US,".Lake County, Montana","30,458"
US,".Lewis and Clark County, Montana","69,432"
US,".Liberty County, Montana","2,337"
US,".Lincoln County, Montana","19,980"
US,".McCone County, Montana","1,664"
US,".Madison County, Montana","8,600"
US,".Meagher County, Montana","1,862"
US,".Mineral County, Montana","4,397"
US,".Missoula County, Montana","119,600"
US,".Musselshell County, Montana","4,633"
US,".Park County, Montana","16,606"
US,".Petroleum County, Montana",487
US,".Phillips County, Montana","3,954"
US,".Pondera County, Montana","5,911"
US,".Powder River County, Montana","1,682"
US,".Powell County, Montana","6,890"
US,".Prairie County, Montana","1,077"
US,".Ravalli County, Montana","43,806"
US,".Richland County, Montana","10,803"
US,".Roosevelt County, Montana","11,004"
US,".Rosebud County, Montana","8,937"
US,".Sanders County, Montana","12,113"
US,".Sheridan County, Montana","3,309"
US,".Silver Bow County, Montana","34,915"
US,".Stillwater County, Montana","9,642"
US,".Sweet Grass County, Montana","3,737"
US,".Teton County, Montana","6,147"
US,".Toole County, Montana","4,736"
US,".Treasure County, Montana",696
US,".Valley County, Montana","7,396"
US,".Wheatland County, Montana","2,126"
US,".Wibaux County, Montana",969
US,".Yellowstone County, Montana","161,300"
US,".Adams County, Nebraska","31,363"
US,".Antelope County, Nebraska","6,298"
US,".Arthur County, Nebraska",463
US,".Banner County, Nebraska",745
US,".Blaine County, Nebraska",465
US,".Boone County, Nebraska","5,192"
US,".Box Butte County, Nebraska","10,783"
US,".Boyd County, Nebraska","1,919"
US,".Brown County, Nebraska","2,955"
US,".Buffalo County, Nebraska","49,659"
US,".Burt County, Nebraska","6,459"
US,".Butler County, Nebraska","8,016"
US,".Cass County, Nebraska","26,248"
US,".Cedar County, Nebraska","8,402"
US,".Chase County, Nebraska","3,924"
US,".Cherry County, Nebraska","5,689"
US,".Cheyenne County, Nebraska","8,910"
US,".Clay County, Nebraska","6,203"
US,".Colfax County, Nebraska","10,709"
US,".Cuming County, Nebraska","8,846"
US,".Custer County, Nebraska","10,777"
US,".Dakota County, Nebraska","20,026"
US,".Dawes County, Nebraska","8,589"
US,".Dawson County, Nebraska","23,595"
US,".Deuel County, Nebraska","1,794"
US,".Dixon County, Nebraska","5,636"
US,".Dodge County, Nebraska","36,565"
US,".Douglas County, Nebraska","571,327"
US,".Dundy County, Nebraska","1,693"
US,".Fillmore County, Nebraska","5,462"
US,".Franklin County, Nebraska","2,979"
US,".Frontier County, Nebraska","2,627"
US,".Furnas County, Nebraska","4,676"
US,".Gage County, Nebraska","21,513"
US,".Garden County, Nebraska","1,837"
US,".Garfield County, Nebraska","1,969"
US,".Gosper County, Nebraska","1,990"
US,".Grant County, Nebraska",623
US,".Greeley County, Nebraska","2,356"
US,".Hall County, Nebraska","61,353"
US,".Hamilton County, Nebraska","9,324"
US,".Harlan County, Nebraska","3,380"
US,".Hayes County, Nebraska",922
US,".Hitchcock County, Nebraska","2,762"
US,".Holt County, Nebraska","10,067"
US,".Hooker County, Nebraska",682
US,".Howard County, Nebraska","6,445"
US,".Jefferson County, Nebraska","7,046"
US,".Johnson County, Nebraska","5,071"
US,".Kearney County, Nebraska","6,495"
US,".Keith County, Nebraska","8,034"
US,".Keya Paha County, Nebraska",806
US,".Kimball County, Nebraska","3,632"
US,".Knox County, Nebraska","8,332"
US,".Lancaster County, Nebraska","319,090"
US,".Lincoln County, Nebraska","34,914"
US,".Logan County, Nebraska",748
US,".Loup County, Nebraska",664
US,".McPherson County, Nebraska",494
US,".Madison County, Nebraska","35,099"
US,".Merrick County, Nebraska","7,755"
US,".Morrill County, Nebraska","4,642"
US,".Nance County, Nebraska","3,519"
US,".Nemaha County, Nebraska","6,972"
US,".Nuckolls County, Nebraska","4,148"
US,".Otoe County, Nebraska","16,012"
US,".Pawnee County, Nebraska","2,613"
US,".Perkins County, Nebraska","2,891"
US,".Phelps County, Nebraska","9,034"
US,".Pierce County, Nebraska","7,148"
US,".Platte County, Nebraska","33,470"
US,".Polk County, Nebraska","5,213"
US,".Red Willow County, Nebraska","10,724"
US,".Richardson County, Nebraska","7,865"
US,".Rock County, Nebraska","1,357"
US,".Saline County, Nebraska","14,224"
US,".Sarpy County, Nebraska","187,196"
US,".Saunders County, Nebraska","21,578"
US,".Scotts Bluff County, Nebraska","35,618"
US,".Seward County, Nebraska","17,284"
US,".Sheridan County, Nebraska","5,246"
US,".Sherman County, Nebraska","3,001"
US,".Sioux County, Nebraska","1,166"
US,".Stanton County, Nebraska","5,920"
US,".Thayer County, Nebraska","5,003"
US,".Thomas County, Nebraska",722
US,".Thurston County, Nebraska","7,224"
US,".Valley County, Nebraska","4,158"
US,".Washington County, Nebraska","20,729"
US,".Wayne County, Nebraska","9,385"
US,".Webster County, Nebraska","3,487"
US,".Wheeler County, Nebraska",783
US,".York County, Nebraska","13,679"
US,".Churchill County, Nevada","24,909"
US,".Clark County, Nevada","2,266,715"
US,".Douglas County, Nevada","48,905"
US,".Elko County, Nevada","52,778"
US,".Esmeralda County, Nevada",873
US,".Eureka County, Nevada","2,029"
US,".Humboldt County, Nevada","16,831"
US,".Lander County, Nevada","5,532"
US,".Lincoln County, Nevada","5,183"
US,".Lyon County, Nevada","57,510"
US,".Mineral County, Nevada","4,505"
US,".Nye County, Nevada","46,523"
US,".Pershing County, Nevada","6,725"
US,".Storey County, Nevada","4,123"
US,".Washoe County, Nevada","471,519"
US,".White Pine County, Nevada","9,580"
US,".Carson City, Nevada","55,916"
US,".Belknap County, New Hampshire","61,303"
US,".Carroll County, New Hampshire","48,910"
US,".Cheshire County, New Hampshire","76,085"
US,".Coos County, New Hampshire","31,563"
US,".Grafton County, New Hampshire","89,886"
US,".Hillsborough County, New Hampshire","417,025"
US,".Merrimack County, New Hampshire","151,391"
US,".Rockingham County, New Hampshire","309,769"
US,".Strafford County, New Hampshire","130,633"
US,".Sullivan County, New Hampshire","43,146"
US,".Atlantic County, New Jersey","263,670"
US,".Bergen County, New Jersey","932,202"
US,".Burlington County, New Jersey","445,349"
US,".Camden County, New Jersey","506,471"
US,".Cape May County, New Jersey","92,039"
US,".Cumberland County, New Jersey","149,527"
US,".Essex County, New Jersey","798,975"
US,".Gloucester County, New Jersey","291,636"
US,".Hudson County, New Jersey","672,391"
US,".Hunterdon County, New Jersey","124,371"
US,".Mercer County, New Jersey","367,430"
US,".Middlesex County, New Jersey","825,062"
US,".Monmouth County, New Jersey","618,795"
US,".Morris County, New Jersey","491,845"
US,".Ocean County, New Jersey","607,186"
US,".Passaic County, New Jersey","501,826"
US,".Salem County, New Jersey","62,385"
US,".Somerset County, New Jersey","328,934"
US,".Sussex County, New Jersey","140,488"
US,".Union County, New Jersey","556,341"
US,".Warren County, New Jersey","105,267"
US,".Bernalillo County, New Mexico","679,121"
US,".Catron County, New Mexico","3,527"
US,".Chaves County, New Mexico","64,615"
US,".Cibola County, New Mexico","26,675"
US,".Colfax County, New Mexico","11,941"
US,".Curry County, New Mexico","48,954"
US,".De Baca County, New Mexico","1,748"
US,".Doña Ana County, New Mexico","218,195"
US,".Eddy County, New Mexico","58,460"
US,".Grant County, New Mexico","26,998"
US,".Guadalupe County, New Mexico","4,300"
US,".Harding County, New Mexico",625
US,".Hidalgo County, New Mexico","4,198"
US,".Lea County, New Mexico","71,070"
US,".Lincoln County, New Mexico","19,572"
US,".Los Alamos County, New Mexico","19,369"
US,".Luna County, New Mexico","23,709"
US,".McKinley County, New Mexico","71,367"
US,".Mora County, New Mexico","4,521"
US,".Otero County, New Mexico","67,490"
US,".Quay County, New Mexico","8,253"
US,".Rio Arriba County, New Mexico","38,921"
US,".Roosevelt County, New Mexico","18,500"
US,".Sandoval County, New Mexico","146,748"
US,".San Juan County, New Mexico","123,958"
US,".San Miguel County, New Mexico","27,277"
US,".Santa Fe County, New Mexico","150,358"
US,".Sierra County, New Mexico","10,791"
US,".Socorro County, New Mexico","16,637"
US,".Taos County, New Mexico","32,723"
US,".Torrance County, New Mexico","15,461"
US,".Union County, New Mexico","4,059"
US,".Valencia County, New Mexico","76,688"
US,".Albany County, New York","305,506"
US,".Allegany County, New York","46,091"
US,".Bronx County, New York","1,418,207"
US,".Broome County, New York","190,488"
US,".Cattaraugus County, New York","76,117"
US,".Cayuga County, New York","76,576"
US,".Chautauqua County, New York","126,903"
US,".Chemung County, New York","83,456"
US,".Chenango County, New York","47,207"
US,".Clinton County, New York","80,485"
US,".Columbia County, New York","59,461"
US,".Cortland County, New York","47,581"
US,".Delaware County, New York","44,135"
US,".Dutchess County, New York","294,218"
US,".Erie County, New York","918,702"
US,".Essex County, New York","36,885"
US,".Franklin County, New York","50,022"
US,".Fulton County, New York","53,383"
US,".Genesee County, New York","57,280"
US,".Greene County, New York","47,188"
US,".Hamilton County, New York","4,416"
US,".Herkimer County, New York","61,319"
US,".Jefferson County, New York","109,834"
US,".Kings County, New York","2,559,903"
US,".Lewis County, New York","26,296"
US,".Livingston County, New York","62,914"
US,".Madison County, New York","70,941"
US,".Monroe County, New York","741,770"
US,".Montgomery County, New York","49,221"
US,".Nassau County, New York","1,356,924"
US,".New York County, New York","1,628,706"
US,".Niagara County, New York","209,281"
US,".Oneida County, New York","228,671"
US,".Onondaga County, New York","460,528"
US,".Ontario County, New York","109,777"
US,".Orange County, New York","384,940"
US,".Orleans County, New York","40,352"
US,".Oswego County, New York","117,124"
US,".Otsego County, New York","59,493"
US,".Putnam County, New York","98,320"
US,".Queens County, New York","2,253,858"
US,".Rensselaer County, New York","158,714"
US,".Richmond County, New York","476,143"
US,".Rockland County, New York","325,789"
US,".St. Lawrence County, New York","107,740"
US,".Saratoga County, New York","229,863"
US,".Schenectady County, New York","155,299"
US,".Schoharie County, New York","30,999"
US,".Schuyler County, New York","17,807"
US,".Seneca County, New York","34,016"
US,".Steuben County, New York","95,379"
US,".Suffolk County, New York","1,476,601"
US,".Sullivan County, New York","75,432"
US,".Tioga County, New York","48,203"
US,".Tompkins County, New York","102,180"
US,".Ulster County, New York","177,573"
US,".Warren County, New York","63,944"
US,".Washington County, New York","61,204"
US,".Wayne County, New York","89,918"
US,".Westchester County, New York","967,506"
US,".Wyoming County, New York","39,859"
US,".Yates County, New York","24,913"
US,".Alamance County, North Carolina","169,509"
US,".Alexander County, North Carolina","37,497"
US,".Alleghany County, North Carolina","11,137"
US,".Anson County, North Carolina","24,446"
US,".Ashe County, North Carolina","27,203"
US,".Avery County, North Carolina","17,557"
US,".Beaufort County, North Carolina","46,994"
US,".Bertie County, North Carolina","18,947"
US,".Bladen County, North Carolina","32,722"
US,".Brunswick County, North Carolina","142,820"
US,".Buncombe County, North Carolina","261,191"
US,".Burke County, North Carolina","90,485"
US,".Cabarrus County, North Carolina","216,453"
US,".Caldwell County, North Carolina","82,178"
US,".Camden County, North Carolina","10,867"
US,".Carteret County, North Carolina","69,473"
US,".Caswell County, North Carolina","22,604"
US,".Catawba County, North Carolina","159,551"
US,".Chatham County, North Carolina","74,470"
US,".Cherokee County, North Carolina","28,612"
US,".Chowan County, North Carolina","13,943"
US,".Clay County, North Carolina","11,231"
US,".Cleveland County, North Carolina","97,947"
US,".Columbus County, North Carolina","55,508"
US,".Craven County, North Carolina","102,139"
US,".Cumberland County, North Carolina","335,509"
US,".Currituck County, North Carolina","27,763"
US,".Dare County, North Carolina","37,009"
US,".Davidson County, North Carolina","167,609"
US,".Davie County, North Carolina","42,846"
US,".Duplin County, North Carolina","58,741"
US,".Durham County, North Carolina","321,488"
US,".Edgecombe County, North Carolina","51,472"
US,".Forsyth County, North Carolina","382,295"
US,".Franklin County, North Carolina","69,685"
US,".Gaston County, North Carolina","224,529"
US,".Gates County, North Carolina","11,562"
US,".Graham County, North Carolina","8,441"
US,".Granville County, North Carolina","60,443"
US,".Greene County, North Carolina","21,069"
US,".Guilford County, North Carolina","537,174"
US,".Halifax County, North Carolina","50,010"
US,".Harnett County, North Carolina","135,976"
US,".Haywood County, North Carolina","62,317"
US,".Henderson County, North Carolina","117,417"
US,".Hertford County, North Carolina","23,677"
US,".Hoke County, North Carolina","55,234"
US,".Hyde County, North Carolina","4,937"
US,".Iredell County, North Carolina","181,806"
US,".Jackson County, North Carolina","43,938"
US,".Johnston County, North Carolina","209,339"
US,".Jones County, North Carolina","9,419"
US,".Lee County, North Carolina","61,779"
US,".Lenoir County, North Carolina","55,949"
US,".Lincoln County, North Carolina","86,111"
US,".McDowell County, North Carolina","45,756"
US,".Macon County, North Carolina","35,858"
US,".Madison County, North Carolina","21,755"
US,".Martin County, North Carolina","22,440"
US,".Mecklenburg County, North Carolina","1,110,356"
US,".Mitchell County, North Carolina","14,964"
US,".Montgomery County, North Carolina","27,173"
US,".Moore County, North Carolina","100,880"
US,".Nash County, North Carolina","94,298"
US,".New Hanover County, North Carolina","234,473"
US,".Northampton County, North Carolina","19,483"
US,".Onslow County, North Carolina","197,938"
US,".Orange County, North Carolina","148,476"
US,".Pamlico County, North Carolina","12,726"
US,".Pasquotank County, North Carolina","39,824"
US,".Pender County, North Carolina","63,060"
US,".Perquimans County, North Carolina","13,463"
US,".Person County, North Carolina","39,490"
US,".Pitt County, North Carolina","180,742"
US,".Polk County, North Carolina","20,724"
US,".Randolph County, North Carolina","143,667"
US,".Richmond County, North Carolina","44,829"
US,".Robeson County, North Carolina","130,625"
US,".Rockingham County, North Carolina","91,010"
US,".Rowan County, North Carolina","142,088"
US,".Rutherford County, North Carolina","67,029"
US,".Sampson County, North Carolina","63,531"
US,".Scotland County, North Carolina","34,823"
US,".Stanly County, North Carolina","62,806"
US,".Stokes County, North Carolina","45,591"
US,".Surry County, North Carolina","71,783"
US,".Swain County, North Carolina","14,271"
US,".Transylvania County, North Carolina","34,385"
US,".Tyrrell County, North Carolina","4,016"
US,".Union County, North Carolina","239,859"
US,".Vance County, North Carolina","44,535"
US,".Wake County, North Carolina","1,111,761"
US,".Warren County, North Carolina","19,731"
US,".Washington County, North Carolina","11,580"
US,".Watauga County, North Carolina","56,177"
US,".Wayne County, North Carolina","123,131"
US,".Wilkes County, North Carolina","68,412"
US,".Wilson County, North Carolina","81,801"
US,".Yadkin County, North Carolina","37,667"
US,".Yancey County, North Carolina","18,069"
US,".Adams County, North Dakota","2,216"
US,".Barnes County, North Dakota","10,415"
US,".Benson County, North Dakota","6,832"
US,".Billings County, North Dakota",928
US,"Bottineau County, North Dakota","6,282"
US,".Bowman County, North Dakota","3,024"
US,".Burke County, North Dakota","2,115"
US,".Burleigh County, North Dakota","95,626"
US,".Cass County, North Dakota","181,923"
US,".Cavalier County, North Dakota","3,762"
US,".Dickey County, North Dakota","4,872"
US,".Divide County, North Dakota","2,264"
US,".Dunn County, North Dakota","4,424"
US,".Eddy County, North Dakota","2,287"
US,".Emmons County, North Dakota","3,241"
US,".Foster County, North Dakota","3,210"
US,".Golden Valley County, North Dakota","1,761"
US,".Grand Forks County, North Dakota","69,451"
US,".Grant County, North Dakota","2,274"
US,".Griggs County, North Dakota","2,231"
US,".Hettinger County, North Dakota","2,499"
US,".Kidder County, North Dakota","2,480"
US,".LaMoure County, North Dakota","4,046"
US,".Logan County, North Dakota","1,850"
US,".McHenry County, North Dakota","5,745"
US,".McIntosh County, North Dakota","2,497"
US,".McKenzie County, North Dakota","15,024"
US,".McLean County, North Dakota","9,450"
US,".Mercer County, North Dakota","8,187"
US,".Morton County, North Dakota","31,364"
US,".Mountrail County, North Dakota","10,545"
US,".Nelson County, North Dakota","2,879"
US,".Oliver County, North Dakota","1,959"
US,".Pembina County, North Dakota","6,801"
US,".Pierce County, North Dakota","3,975"
US,".Ramsey County, North Dakota","11,519"
US,".Ransom County, North Dakota","5,218"
US,".Renville County, North Dakota","2,327"
US,".Richland County, North Dakota","16,177"
US,".Rolette County, North Dakota","14,176"
US,".Sargent County, North Dakota","3,898"
US,".Sheridan County, North Dakota","1,315"
US,".Sioux County, North Dakota","4,230"
US,".Slope County, North Dakota",750
US,".Stark County, North Dakota","31,489"
US,".Steele County, North Dakota","1,890"
US,".Stutsman County, North Dakota","20,704"
US,".Towner County, North Dakota","2,189"
US,".Traill County, North Dakota","8,036"
US,".Walsh County, North Dakota","10,641"
US,".Ward County, North Dakota","67,641"
US,".Wells County, North Dakota","3,834"
US,".Williams County, North Dakota","37,589"
US,".Adams County, Ohio","27,698"
US,".Allen County, Ohio","102,351"
US,".Ashland County, Ohio","53,484"
US,".Ashtabula County, Ohio","97,241"
US,".Athens County, Ohio","65,327"
US,".Auglaize County, Ohio","45,656"
US,".Belmont County, Ohio","67,006"
US,".Brown County, Ohio","43,432"
US,".Butler County, Ohio","383,134"
US,".Carroll County, Ohio","26,914"
US,".Champaign County, Ohio","38,885"
US,".Clark County, Ohio","134,083"
US,".Clermont County, Ohio","206,428"
US,".Clinton County, Ohio","41,968"
US,".Columbiana County, Ohio","101,883"
US,".Coshocton County, Ohio","36,600"
US,".Crawford County, Ohio","41,494"
US,".Cuyahoga County, Ohio","1,235,072"
US,".Darke County, Ohio","51,113"
US,".Defiance County, Ohio","38,087"
US,".Delaware County, Ohio","209,177"
US,".Erie County, Ohio","74,266"
US,".Fairfield County, Ohio","157,574"
US,".Fayette County, Ohio","28,525"
US,".Franklin County, Ohio","1,316,756"
US,".Fulton County, Ohio","42,126"
US,".Gallia County, Ohio","29,898"
US,".Geauga County, Ohio","93,649"
US,".Greene County, Ohio","168,937"
US,".Guernsey County, Ohio","38,875"
US,".Hamilton County, Ohio","817,473"
US,".Hancock County, Ohio","75,783"
US,".Hardin County, Ohio","31,365"
US,".Harrison County, Ohio","15,040"
US,".Henry County, Ohio","27,006"
US,".Highland County, Ohio","43,161"
US,".Hocking County, Ohio","28,264"
US,".Holmes County, Ohio","43,960"
US,".Huron County, Ohio","58,266"
US,".Jackson County, Ohio","32,413"
US,".Jefferson County, Ohio","65,325"
US,".Knox County, Ohio","62,322"
US,".Lake County, Ohio","230,149"
US,".Lawrence County, Ohio","59,463"
US,".Licking County, Ohio","176,862"
US,".Logan County, Ohio","45,672"
US,".Lorain County, Ohio","309,833"
US,".Lucas County, Ohio","428,348"
US,".Madison County, Ohio","44,731"
US,".Mahoning County, Ohio","228,683"
US,".Marion County, Ohio","65,093"
US,".Medina County, Ohio","179,746"
US,".Meigs County, Ohio","22,907"
US,".Mercer County, Ohio","41,172"
US,".Miami County, Ohio","106,987"
US,".Monroe County, Ohio","13,654"
US,".Montgomery County, Ohio","531,687"
US,".Morgan County, Ohio","14,508"
US,".Morrow County, Ohio","35,328"
US,".Muskingum County, Ohio","86,215"
US,".Noble County, Ohio","14,424"
US,".Ottawa County, Ohio","40,525"
US,".Paulding County, Ohio","18,672"
US,".Perry County, Ohio","36,134"
US,".Pickaway County, Ohio","58,457"
US,".Pike County, Ohio","27,772"
US,".Portage County, Ohio","162,466"
US,".Preble County, Ohio","40,882"
US,".Putnam County, Ohio","33,861"
US,".Richland County, Ohio","121,154"
US,".Ross County, Ohio","76,666"
US,".Sandusky County, Ohio","58,518"
US,".Scioto County, Ohio","75,314"
US,".Seneca County, Ohio","55,178"
US,".Shelby County, Ohio","48,590"
US,".Stark County, Ohio","370,606"
US,".Summit County, Ohio","541,013"
US,".Trumbull County, Ohio","197,974"
US,".Tuscarawas County, Ohio","91,987"
US,".Union County, Ohio","58,988"
US,".Van Wert County, Ohio","28,275"
US,".Vinton County, Ohio","13,085"
US,".Warren County, Ohio","234,602"
US,".Washington County, Ohio","59,911"
US,".Wayne County, Ohio","115,710"
US,".Williams County, Ohio","36,692"
US,".Wood County, Ohio","130,817"
US,".Wyandot County, Ohio","21,772"
US,".Adair County, Oklahoma","22,194"
US,".Alfalfa County, Oklahoma","5,702"
US,".Atoka County, Oklahoma","13,758"
US,".Beaver County, Oklahoma","5,311"
US,".Beckham County, Oklahoma","21,859"
US,".Blaine County, Oklahoma","9,429"
US,".Bryan County, Oklahoma","47,995"
US,".Caddo County, Oklahoma","28,762"
US,".canadaadian County, Oklahoma","148,306"
US,".Carter County, Oklahoma","48,111"
US,".Cherokee County, Oklahoma","48,657"
US,".Choctaw County, Oklahoma","14,672"
US,".Cimarron County, Oklahoma","2,137"
US,".Cleveland County, Oklahoma","284,014"
US,".Coal County, Oklahoma","5,495"
US,".Comanche County, Oklahoma","120,749"
US,".Cotton County, Oklahoma","5,666"
US,".Craig County, Oklahoma","14,142"
US,".Creek County, Oklahoma","71,522"
US,".Custer County, Oklahoma","29,003"
US,".Delaware County, Oklahoma","43,009"
US,".Dewey County, Oklahoma","4,891"
US,".Ellis County, Oklahoma","3,859"
US,".Garfield County, Oklahoma","61,056"
US,".Garvin County, Oklahoma","27,711"
US,".Grady County, Oklahoma","55,834"
US,".Grant County, Oklahoma","4,333"
US,".Greer County, Oklahoma","5,712"
US,".Harmon County, Oklahoma","2,653"
US,".Harper County, Oklahoma","3,688"
US,".Haskell County, Oklahoma","12,627"
